ID_Transacao,Data_Venda,ID_Cliente,Nome_Cliente,Genero_Cliente,Faixa_Etaria,Regiao,Nome_Produto,Categoria_Produto,Valor_Unitario,Quantidade,Desconto_Pct,Metodo_Pagamento,Status_Pedido,Canal_Venda,Valor_Total,Ano,Mes,AnoMes,DiaSemana
2083,2023-12-08,170,Luna Martins,F,18-25,Sudeste,Gel Excitante Feminino,Lubrificantes,75.89,2,0.0,Cartão Crédito,Entregue,App,151.78,2023,12,2023-12,Friday
754,2024-12-23,113,Hadassa Montenegro,F,36-45,Sul,Dado do Prazer,Jogos Adultos,47.35,3,0.0,Pix,Entregue,Site,142.05,2024,12,2024-12,Monday
2547,2024-11-25,23,Elisa Freitas,F,18-25,Sudeste,Camisola Sensual Preta,Lingerie,121.02,1,0.0,Pix,Devolvido,App,121.02,2024,11,2024-11,Monday
3970,2024-12-27,139,Srta. Isabela Castro,F,18-25,Sudeste,Gel Excitante Masculino,Lubrificantes,80.56,2,30.0,Pix,Entregue,Site,112.78,2024,12,2024-12,Friday
3374,2024-12-21,288,Ana Liz Pimenta,F,36-45,Centro-Oeste,Vibrador Duplo Prazer,Vibradores,155.72,2,0.0,Pix,Entregue,Marketplace,311.44,2024,12,2024-12,Saturday
4108,2023-05-04,15,Julia Aparecida,F,26-35,Sudeste,Fantasia Policial,Lingerie,157.37,2,0.0,Cartão Crédito,Entregue,Site,314.74,2023,5,2023-05,Thursday
2445,2024-09-28,159,Zoe Rodrigues,F,46+,Sul,Gel Excitante Masculino,Lubrificantes,65.14,1,0.0,Pix,Entregue,Site,65.14,2024,9,2024-09,Saturday
4381,2023-05-04,18,Maria Cecília Oliveira,F,26-35,Centro-Oeste,Gel Excitante Feminino,Lubrificantes,87.79,1,0.0,Cartão Crédito,Entregue,App,87.79,2023,5,2023-05,Thursday
1067,2023-04-20,76,Renan da Cruz,M,26-35,Nordeste,Lubrificante Base Silicone,Lubrificantes,73.36,2,15.0,Cartão Débito,Entregue,App,124.71,2023,4,2023-04,Thursday
3914,2024-01-29,724,Lucas Gabriel Melo,M,46+,Sul,Kit Roleplay Surpresa,Jogos Adultos,63.17,1,20.0,Pix,Entregue,Site,50.54,2024,1,2024-01,Monday
3499,2024-02-08,61,Davi Lucas Cardoso,M,36-45,Norte,Vibrador Ponto G Flex,Vibradores,408.76,1,0.0,Pix,Entregue,App,408.76,2024,2,2024-02,Thursday
2739,2024-06-07,679,Enzo Gabriel Pastor,M,18-25,Nordeste,Colar e Guia BDSM,Acessórios BDSM,163.24,2,0.0,Boleto,Entregue,Site,326.48,2024,6,2024-06,Friday
5053,2023-08-13,57,Maria Cecília das Neves,F,18-25,Centro-Oeste,Conjunto Lingerie Boudoir,Lingerie,86.25,3,0.0,Cartão Crédito,Entregue,Marketplace,258.75,2023,8,2023-08,Sunday
4001,2024-02-01,228,Maria Eduarda Cavalcante,F,18-25,Sudeste,Mini Vibrador Discreto,Vibradores,106.83,2,0.0,Pix,Entregue,Marketplace,213.66,2024,2,2024-02,Thursday
2428,2024-11-28,661,Amanda Fonseca,F,18-25,Sul,Massageador Corporal Wave,Vibradores,94.69,1,30.0,Cartão Crédito,Entregue,App,66.28,2024,11,2024-11,Thursday
3747,2024-04-12,289,Srta. Giovanna Pires,F,36-45,Sudeste,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,78.13,1,0.0,Cartão Crédito,Entregue,Site,78.13,2024,4,2024-04,Friday
5150,2024-02-10,40,Thomas Monteiro,M,36-45,Sudeste,Lubrificante Sabores Morango,Lubrificantes,77.49,1,0.0,Boleto,Entregue,App,77.49,2024,2,2024-02,Saturday
1688,2024-02-22,182,Srta. Bianca Vasconcelos,F,26-35,Nordeste,Gel Excitante Feminino,Lubrificantes,49.5,2,0.0,Pix,Entregue,Site,99.0,2024,2,2024-02,Thursday
852,2024-11-19,360,Dr. Vitor Hugo Andrade,M,36-45,Sudeste,Gel Excitante Masculino,Lubrificantes,75.54,1,0.0,Pix,Entregue,App,75.54,2024,11,2024-11,Tuesday
896,2023-05-27,64,Gabriela Silva,F,26-35,Sudeste,Mordaça Silicone,Acessórios BDSM,283.3,2,0.0,Pix,Entregue,App,566.6,2023,5,2023-05,Saturday
4593,2023-11-03,191,João Guilherme Vargas,M,26-35,Nordeste,Body Rendado Vermelho,Lingerie,144.35,1,0.0,Pix,Entregue,Site,144.35,2023,11,2023-11,Friday
336,2024-03-30,12,Eduardo Cunha,Não informado,26-35,Sul,Lubrificante Sabores Baunilha,Lubrificantes,41.23,1,20.0,Cartão Débito,Entregue,Site,32.98,2024,3,2024-03,Saturday
2840,2023-12-29,128,Lívia Vargas,F,26-35,Sudeste,Vibrador Duplo Prazer,Vibradores,469.81,1,0.0,Boleto,Entregue,Marketplace,469.81,2023,12,2023-12,Friday
3088,2023-02-16,5,Ana Beatriz Alves,F,18-25,Sul,Lubrificante Base Silicone,Lubrificantes,33.79,1,0.0,Pix,Entregue,Site,33.79,2023,2,2023-02,Thursday
4612,2023-06-02,18,Maria Cecília Oliveira,F,26-35,Centro-Oeste,Body Rendado Vermelho,Lingerie,108.92,3,0.0,Cartão Crédito,Entregue,Site,326.76,2023,6,2023-06,Friday
1016,2023-05-14,592,Natália Azevedo,F,46+,Nordeste,Vibrador Rabbit Premium,Vibradores,457.69,4,0.0,Pix,Entregue,Site,1830.76,2023,5,2023-05,Sunday
1632,2024-03-17,118,Dra. Alexia Rios,F,46+,Sudeste,Fantasia Policial,Lingerie,154.58,3,0.0,Cartão Crédito,Entregue,Site,463.74,2024,3,2024-03,Sunday
2490,2023-11-06,129,Julia Castro,F,26-35,Sudeste,Óleo de Massagem Relaxante,Lubrificantes,51.76,2,25.0,Cartão Crédito,Entregue,App,77.64,2023,11,2023-11,Monday
3731,2023-02-11,46,Dra. Bruna Rodrigues,F,18-25,Nordeste,Dominó Erótico,Jogos Adultos,125.46,2,0.0,Pix,Entregue,Marketplace,250.92,2023,2,2023-02,Saturday
3252,2024-09-13,35,Diego da Luz,M,26-35,Sudeste,Massageador Corporal Wave,Vibradores,195.13,1,20.0,Pix,Entregue,Site,156.1,2024,9,2024-09,Friday
5144,2023-07-18,375,Anthony Martins,M,36-45,Sul,Meia-Calça Rendada,Lingerie,182.36,1,0.0,Cartão Crédito,Entregue,Marketplace,182.36,2023,7,2023-07,Tuesday
2071,2023-09-05,366,Luan Vieira,M,36-45,Sul,Jogo Tabuleiro Casais,Jogos Adultos,75.92,2,0.0,Pix,Entregue,Site,151.84,2023,9,2023-09,Tuesday
4453,2024-05-25,448,Kamilly Pinto,F,36-45,Sul,Mini Vibrador Discreto,Vibradores,353.84,1,0.0,Pix,Entregue,Site,353.84,2024,5,2024-05,Saturday
5418,2023-02-25,105,Mariah Ribeiro,F,18-25,Nordeste,Creme Retardante Masculino,Cosméticos Íntimos,149.74,1,0.0,Cartão Crédito,Entregue,Marketplace,149.74,2023,2,2023-02,Saturday
1636,2023-06-13,74,Raquel Cunha,F,46+,Sul,Lingerie Cropped com Bojo,Lingerie,158.24,4,10.0,Cartão Crédito,Entregue,Marketplace,569.66,2023,6,2023-06,Tuesday
4647,2023-04-13,299,Ísis Câmara,F,26-35,Sul,Gel Excitante Masculino,Lubrificantes,43.09,2,0.0,Pix,Entregue,App,86.18,2023,4,2023-04,Thursday
2480,2024-11-28,404,Julia Pacheco,F,18-25,Sul,Massageador Corporal Wave,Vibradores,156.58,1,25.0,Cartão Crédito,Entregue,Site,117.44,2024,11,2024-11,Thursday
2960,2024-06-26,418,Lara Andrade,F,26-35,Nordeste,Meia-Calça Rendada,Lingerie,165.5,1,25.0,Pix,Entregue,Site,124.12,2024,6,2024-06,Wednesday
5252,2024-06-18,690,Maria Vitória Mendes,F,18-25,Norte,Kit Iniciante BDSM 5 Peças,Acessórios BDSM,269.94,1,0.0,Cartão Crédito,Entregue,Site,269.94,2024,6,2024-06,Tuesday
3060,2024-12-31,650,Laura Sales,F,36-45,Centro-Oeste,Dado do Prazer,Jogos Adultos,72.01,1,25.0,Cartão Crédito,Entregue,App,54.01,2024,12,2024-12,Tuesday
5054,2023-01-22,25,Brayan Pereira,M,26-35,Sul,Cartas Posições Kamasutra,Jogos Adultos,53.69,2,0.0,Cartão Crédito,Entregue,Site,107.38,2023,1,2023-01,Sunday
2142,2023-01-22,210,Dra. Maria Luiza Silveira,F,26-35,Nordeste,Vibrador Duplo Prazer,Vibradores,358.89,1,20.0,Pix,Entregue,Site,287.11,2023,1,2023-01,Sunday
5105,2023-05-14,105,Mariah Ribeiro,F,18-25,Nordeste,Camisola Sensual Preta,Lingerie,67.09,5,0.0,Pix,Entregue,Site,335.45,2023,5,2023-05,Sunday
3119,2023-10-26,79,Maria Lima,F,18-25,Centro-Oeste,Conjunto Lingerie Boudoir,Lingerie,141.19,3,25.0,Cartão Débito,Entregue,Site,317.68,2023,10,2023-10,Thursday
5245,2023-12-31,331,Maria Luísa Borges,F,18-25,Sul,Vibrador Duplo Prazer,Vibradores,244.53,3,30.0,Cartão Débito,Entregue,App,513.51,2023,12,2023-12,Sunday
4046,2024-04-19,153,João Andrade,M,26-35,Sul,Mini Vibrador Discreto,Vibradores,323.9,1,0.0,Boleto,Entregue,Site,323.9,2024,4,2024-04,Friday
3357,2023-03-25,314,Maya Porto,F,36-45,Sul,Vibrador Duplo Prazer,Vibradores,242.44,1,0.0,Cartão Crédito,Entregue,App,242.44,2023,3,2023-03,Saturday
2745,2024-09-13,260,Leandro Ribeiro,M,26-35,Sudeste,Colar e Guia BDSM,Acessórios BDSM,245.81,1,0.0,Cartão Crédito,Entregue,Site,245.81,2024,9,2024-09,Friday
5093,2024-12-07,450,Laís Marques,Não informado,26-35,Sudeste,Mordaça Silicone,Acessórios BDSM,264.24,1,5.0,Pix,Entregue,Site,251.03,2024,12,2024-12,Saturday
3507,2023-05-29,709,Dra. Olivia da Paz,F,46+,Sudeste,Conjunto Lingerie Boudoir,Lingerie,151.13,1,0.0,Boleto,Devolvido,App,151.13,2023,5,2023-05,Monday
1680,2023-06-05,313,Sra. Lara Cirino,F,46+,Nordeste,Vibrador Duplo Prazer,Vibradores,228.46,5,0.0,Cartão Crédito,Entregue,Site,1142.3,2023,6,2023-06,Monday
4250,2023-05-27,697,Rael da Cruz,M,26-35,Nordeste,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,31.81,2,0.0,Pix,Entregue,Marketplace,63.62,2023,5,2023-05,Saturday
3148,2023-08-20,291,Eduarda da Costa,F,36-45,Sudeste,Óleo de Massagem Relaxante,Lubrificantes,77.89,1,0.0,Pix,Entregue,Site,77.89,2023,8,2023-08,Sunday
2295,2024-10-24,2,Isabelly Câmara,F,36-45,Nordeste,Chicote de Couro Soft,Acessórios BDSM,159.89,2,0.0,Boleto,Entregue,Site,319.78,2024,10,2024-10,Thursday
581,2024-10-13,168,Agatha da Rosa,F,26-35,Sul,Mordaça Silicone,Acessórios BDSM,280.3,1,0.0,Cartão Crédito,Entregue,App,280.3,2024,10,2024-10,Sunday
1471,2024-03-16,225,Isaque Cardoso,Não informado,26-35,Sul,Jogo de Cartas Sexo Quiz,Jogos Adultos,94.76,2,30.0,Pix,Entregue,App,132.66,2024,3,2024-03,Saturday
4800,2024-02-11,269,Dra. Valentina Peixoto,F,18-25,Sul,Body Rendado Vermelho,Lingerie,164.58,2,20.0,Cartão Crédito,Entregue,Marketplace,263.33,2024,2,2024-02,Sunday
3344,2024-02-14,48,Sra. Brenda da Rocha,F,26-35,Centro-Oeste,Body Rendado Vermelho,Lingerie,73.99,3,0.0,Pix,Entregue,Site,221.97,2024,2,2024-02,Wednesday
4993,2023-12-13,115,Isabelly Freitas,F,18-25,Sudeste,Creme Retardante Masculino,Cosméticos Íntimos,104.34,1,0.0,Cartão Crédito,Entregue,Marketplace,104.34,2023,12,2023-12,Wednesday
4584,2023-12-06,375,Anthony Martins,M,36-45,Sul,Fantasia Policial,Lingerie,199.56,1,0.0,Cartão Débito,Entregue,App,199.56,2023,12,2023-12,Wednesday
3673,2024-06-18,337,Diogo Gomes,M,26-35,Sul,Vibrador Rabbit Premium,Vibradores,433.31,1,0.0,Cartão Crédito,Devolvido,Site,433.31,2024,6,2024-06,Tuesday
560,2024-01-16,259,Maria Luiza Sales,F,18-25,Norte,Lubrificante Sabores Baunilha,Lubrificantes,35.13,1,0.0,Cartão Crédito,Entregue,Marketplace,35.13,2024,1,2024-01,Tuesday
513,2024-12-30,608,Maria Nogueira,F,36-45,Centro-Oeste,Body Rendado Vermelho,Lingerie,77.8,2,0.0,Cartão Crédito,Entregue,Marketplace,155.6,2024,12,2024-12,Monday
4730,2023-12-10,51,Thiago Caldeira,Não informado,36-45,Sul,Conjunto Lingerie Boudoir,Lingerie,145.97,2,25.0,Cartão Crédito,Entregue,Site,218.96,2023,12,2023-12,Sunday
1082,2024-08-08,27,Elisa Martins,F,26-35,Sul,Lubrificante Base Silicone,Lubrificantes,79.24,1,0.0,Pix,Entregue,Site,79.24,2024,8,2024-08,Thursday
1665,2023-07-07,771,Nicolas Rezende,M,36-45,Sul,Kit Algemas Veludo,Acessórios BDSM,192.46,1,0.0,Cartão Crédito,Entregue,App,192.46,2023,7,2023-07,Friday
1013,2024-02-18,633,Kamilly Porto,F,26-35,Sul,Lubrificante Sabores Morango,Lubrificantes,77.08,2,20.0,Cartão Crédito,Entregue,Site,123.33,2024,2,2024-02,Sunday
1932,2024-09-02,222,Ana Lívia Vasconcelos,F,36-45,Sul,Óleo de Massagem Relaxante,Lubrificantes,39.81,3,0.0,Pix,Entregue,Marketplace,119.43,2024,9,2024-09,Monday
1151,2023-02-08,323,Dra. Nicole Jesus,F,46+,Sul,Kit Iniciante BDSM 5 Peças,Acessórios BDSM,222.85,1,20.0,Cartão Débito,Entregue,App,178.28,2023,2,2023-02,Wednesday
2839,2023-10-20,370,Emilly Cavalcante,Não informado,36-45,Sudeste,Venda para Olhos Satin,Acessórios BDSM,114.25,1,0.0,Boleto,Entregue,App,114.25,2023,10,2023-10,Friday
117,2024-09-28,414,Mirella Freitas,F,18-25,Sul,Massageador Corporal Wave,Vibradores,246.26,2,0.0,Pix,Entregue,Site,492.52,2024,9,2024-09,Saturday
741,2024-06-19,169,Giovanna Lopes,F,36-45,Sudeste,Cartas Posições Kamasutra,Jogos Adultos,98.42,1,0.0,Pix,Entregue,App,98.42,2024,6,2024-06,Wednesday
5333,2023-05-15,26,Srta. Yasmin Siqueira,F,46+,Sul,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,37.2,2,10.0,Pix,Entregue,Site,66.96,2023,5,2023-05,Monday
3676,2024-08-20,91,Bento Cavalcante,M,26-35,Sul,Gel Excitante Masculino,Lubrificantes,63.21,1,0.0,Pix,Devolvido,Marketplace,63.21,2024,8,2024-08,Tuesday
831,2023-11-21,71,Dra. Ana Liz da Conceição,F,36-45,Sul,Vibrador Clássico Silicone,Vibradores,417.81,1,0.0,Pix,Entregue,Site,417.81,2023,11,2023-11,Tuesday
120,2023-06-07,210,Dra. Maria Luiza Silveira,F,26-35,Nordeste,Body Rendado Vermelho,Lingerie,72.15,1,25.0,Pix,Entregue,Marketplace,54.11,2023,6,2023-06,Wednesday
4753,2024-11-18,298,Dra. Fernanda Lima,F,26-35,Nordeste,Venda para Olhos Satin,Acessórios BDSM,287.19,1,0.0,Boleto,Entregue,App,287.19,2024,11,2024-11,Monday
5304,2023-11-10,534,Sra. Maysa Moura,F,46+,Sudeste,Sabonete Íntimo pH Neutro,Cosméticos Íntimos,88.18,1,0.0,Cartão Crédito,Entregue,Site,88.18,2023,11,2023-11,Friday
5260,2023-02-02,510,Srta. Vitória Moraes,F,26-35,Norte,Vibrador Rabbit Premium,Vibradores,421.95,1,0.0,Cartão Crédito,Entregue,Site,421.95,2023,2,2023-02,Thursday
636,2023-08-18,162,Davi Silveira,M,36-45,Norte,Vibrador Clássico Silicone,Vibradores,497.25,3,10.0,Pix,Entregue,Marketplace,1342.58,2023,8,2023-08,Friday
4466,2024-02-09,138,Nicolas Pinto,M,36-45,Sudeste,Meia-Calça Rendada,Lingerie,71.25,1,0.0,Cartão Crédito,Entregue,Marketplace,71.25,2024,2,2024-02,Friday
4365,2024-10-01,72,Ana Beatriz Farias,F,46+,Norte,Meia-Calça Rendada,Lingerie,85.04,1,30.0,Pix,Entregue,Marketplace,59.53,2024,10,2024-10,Tuesday
4143,2024-06-30,28,Júlia Porto,F,26-35,Centro-Oeste,Conjunto Lingerie Boudoir,Lingerie,143.86,1,0.0,Cartão Crédito,Entregue,App,143.86,2024,6,2024-06,Sunday
992,2024-08-02,312,Olivia Moreira,F,26-35,Norte,Creme Excitante Feminino,Cosméticos Íntimos,129.86,1,0.0,Pix,Entregue,App,129.86,2024,8,2024-08,Friday
877,2023-04-09,330,Luana Novaes,F,36-45,Sudeste,Vibrador Ponto G Flex,Vibradores,450.32,1,0.0,Pix,Entregue,Marketplace,450.32,2023,4,2023-04,Sunday
5,2023-02-12,48,Sra. Brenda da Rocha,F,26-35,Centro-Oeste,Gel Excitante Feminino,Lubrificantes,89.29,1,10.0,Pix,Devolvido,Site,80.36,2023,2,2023-02,Sunday
3052,2023-04-21,180,Dr. Thales Guerra,M,36-45,Sudeste,Fantasia Policial,Lingerie,167.02,3,0.0,Cartão Débito,Entregue,App,501.06,2023,4,2023-04,Friday
3125,2023-01-12,344,Zoe Mendes,F,26-35,Sudeste,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,82.02,3,0.0,Cartão Crédito,Entregue,Marketplace,246.06,2023,1,2023-01,Thursday
2661,2023-05-13,174,Lívia Borges,F,46+,Sudeste,Vibrador Clássico Silicone,Vibradores,379.53,1,0.0,Pix,Entregue,Marketplace,379.53,2023,5,2023-05,Saturday
3855,2023-12-20,287,Lorena Nunes,F,36-45,Centro-Oeste,Chicote de Couro Soft,Acessórios BDSM,144.09,1,0.0,Boleto,Entregue,Site,144.09,2023,12,2023-12,Wednesday
4934,2024-02-22,161,Luísa Pinto,F,18-25,Sudeste,Vibrador Rabbit Premium,Vibradores,200.55,1,0.0,Cartão Crédito,Entregue,Site,200.55,2024,2,2024-02,Thursday
4778,2024-01-28,102,Nathan Campos,M,18-25,Sudeste,Vibrador Ponto G Flex,Vibradores,299.57,3,0.0,Cartão Crédito,Entregue,Site,898.71,2024,1,2024-01,Sunday
1716,2024-02-19,781,Mirella Ramos,F,26-35,Sudeste,Fantasia Policial,Lingerie,148.7,2,15.0,Cartão Débito,Entregue,Site,252.79,2024,2,2024-02,Monday
1149,2024-02-19,471,Amanda Pereira,F,18-25,Sudeste,Camisola Sensual Preta,Lingerie,70.09,2,0.0,Pix,Entregue,App,140.18,2024,2,2024-02,Monday
3262,2024-03-18,192,Raquel Pires,Não informado,26-35,Nordeste,Meia-Calça Rendada,Lingerie,108.6,4,25.0,Boleto,Entregue,Site,325.8,2024,3,2024-03,Monday
575,2024-03-13,487,Pedro Camargo,M,18-25,Sudeste,Gel Excitante Masculino,Lubrificantes,43.45,3,0.0,Boleto,Entregue,Site,130.35,2024,3,2024-03,Wednesday
3770,2023-05-26,35,Diego da Luz,M,26-35,Sudeste,Body Coelhinha Plus Size,Lingerie,92.87,2,0.0,Cartão Crédito,Entregue,Site,185.74,2023,5,2023-05,Friday
3737,2023-03-18,288,Ana Liz Pimenta,F,36-45,Centro-Oeste,Conjunto Lingerie Boudoir,Lingerie,165.79,1,30.0,Pix,Entregue,Site,116.05,2023,3,2023-03,Saturday
4147,2023-07-27,31,Luara Guerra,F,36-45,Nordeste,Lubrificante Base Silicone,Lubrificantes,60.18,3,0.0,Pix,Entregue,Site,180.54,2023,7,2023-07,Thursday
2775,2023-12-05,214,Sra. Catarina Martins,F,46+,Sul,Lubrificante Sabores Baunilha,Lubrificantes,37.14,1,0.0,Cartão Débito,Entregue,Site,37.14,2023,12,2023-12,Tuesday
4930,2023-11-11,581,Lívia Vieira,F,36-45,Sudeste,Corda de Shibari 5m,Acessórios BDSM,187.23,4,0.0,Cartão Crédito,Entregue,Marketplace,748.92,2023,11,2023-11,Saturday
1167,2023-02-16,447,Diogo Azevedo,M,26-35,Sul,Camisola Sensual Preta,Lingerie,157.5,2,0.0,Cartão Débito,Entregue,Site,315.0,2023,2,2023-02,Thursday
972,2023-11-04,617,Esther da Paz,F,18-25,Sul,Gel Excitante Masculino,Lubrificantes,55.61,2,0.0,Cartão Crédito,Entregue,Site,111.22,2023,11,2023-11,Saturday
2702,2023-09-26,717,João Lucas Pinto,M,18-25,Sudeste,Kit Iniciante BDSM 5 Peças,Acessórios BDSM,224.56,3,15.0,Boleto,Entregue,Marketplace,572.63,2023,9,2023-09,Tuesday
4496,2023-11-22,252,Kamilly Novais,F,46+,Sul,Body Coelhinha Plus Size,Lingerie,92.22,2,0.0,Cartão Débito,Entregue,Site,184.44,2023,11,2023-11,Wednesday
3848,2023-02-03,223,Sr. Arthur da Cruz,M,26-35,Sul,Spray Prolongador,Cosméticos Íntimos,53.17,2,0.0,Cartão Crédito,Devolvido,App,106.34,2023,2,2023-02,Friday
2369,2023-03-20,116,Emanuel Macedo,M,46+,Sudeste,Lingerie Cropped com Bojo,Lingerie,108.19,3,0.0,Pix,Entregue,Site,324.57,2023,3,2023-03,Monday
4116,2024-08-10,115,Isabelly Freitas,F,18-25,Sudeste,Fantasia Enfermeira,Lingerie,186.41,1,0.0,Pix,Entregue,App,186.41,2024,8,2024-08,Saturday
4781,2024-08-21,20,Sr. João Vitor Barros,M,18-25,Sudeste,Corda de Shibari 5m,Acessórios BDSM,245.47,1,0.0,Boleto,Entregue,Site,245.47,2024,8,2024-08,Wednesday
4132,2024-01-06,68,Benício Fernandes,M,36-45,Sudeste,Dado do Prazer,Jogos Adultos,43.13,3,30.0,Pix,Entregue,Site,90.57,2024,1,2024-01,Saturday
2951,2024-08-15,441,Augusto Siqueira,M,46+,Sudeste,Wand Massager Pro,Vibradores,163.66,4,5.0,Pix,Entregue,Site,621.91,2024,8,2024-08,Thursday
525,2023-01-10,455,Murilo Leão,M,26-35,Nordeste,Jogo de Cartas Sexo Quiz,Jogos Adultos,100.95,5,0.0,Cartão Débito,Entregue,Marketplace,504.75,2023,1,2023-01,Tuesday
2456,2024-11-23,42,Eduarda Vieira,F,18-25,Sudeste,Jogo Tabuleiro Casais,Jogos Adultos,72.59,2,0.0,Cartão Crédito,Entregue,Site,145.18,2024,11,2024-11,Saturday
1842,2023-10-30,155,Sra. Maya Pereira,F,26-35,Sul,Óleo de Massagem Relaxante,Lubrificantes,81.48,1,5.0,Cartão Crédito,Entregue,Site,77.41,2023,10,2023-10,Monday
538,2023-10-04,79,Maria Lima,F,18-25,Centro-Oeste,Mini Vibrador Discreto,Vibradores,256.68,1,0.0,Boleto,Entregue,Site,256.68,2023,10,2023-10,Wednesday
2807,2023-01-13,366,Luan Vieira,M,36-45,Sul,Mini Vibrador Discreto,Vibradores,303.88,2,0.0,Pix,Entregue,App,607.76,2023,1,2023-01,Friday
4342,2024-12-09,14,Aylla Fogaça,F,36-45,Sudeste,Gel Excitante Masculino,Lubrificantes,77.5,2,0.0,Boleto,Entregue,App,155.0,2024,12,2024-12,Monday
3176,2024-03-15,57,Maria Cecília das Neves,F,18-25,Centro-Oeste,Vibrador Ponto G Flex,Vibradores,376.61,4,0.0,Pix,Entregue,Site,1506.44,2024,3,2024-03,Friday
785,2024-02-03,56,Rebeca Almeida,F,26-35,Sul,Fantasia Policial,Lingerie,107.58,1,0.0,Cartão Crédito,Entregue,Site,107.58,2024,2,2024-02,Saturday
4058,2024-02-13,12,Eduardo Cunha,Não informado,26-35,Sul,Venda para Olhos Satin,Acessórios BDSM,136.27,1,0.0,Cartão Crédito,Entregue,Marketplace,136.27,2024,2,2024-02,Tuesday
1410,2024-05-20,495,Maria Helena Nascimento,F,36-45,Sudeste,Vibrador Ponto G Flex,Vibradores,477.49,2,0.0,Cartão Crédito,Entregue,Site,954.98,2024,5,2024-05,Monday
2538,2024-02-04,43,Sra. Ana Luiza Gomes,F,46+,Centro-Oeste,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,55.58,2,0.0,Cartão Crédito,Entregue,Marketplace,111.16,2024,2,2024-02,Sunday
3010,2023-12-22,15,Julia Aparecida,F,26-35,Sudeste,Jogo Tabuleiro Casais,Jogos Adultos,109.86,1,15.0,Cartão Crédito,Entregue,App,93.38,2023,12,2023-12,Friday
1687,2023-03-23,587,Yan Siqueira,M,36-45,Sul,Vibrador Ponto G Flex,Vibradores,395.72,3,0.0,Cartão Crédito,Entregue,Site,1187.16,2023,3,2023-03,Thursday
2902,2024-07-16,374,José Miguel Marques,M,36-45,Norte,Vibrador Clássico Silicone,Vibradores,400.82,2,0.0,Boleto,Entregue,Site,801.64,2024,7,2024-07,Tuesday
5492,2023-01-10,361,Ana Lívia da Costa,F,26-35,Sudeste,Body Rendado Vermelho,Lingerie,98.26,1,25.0,Boleto,Entregue,Marketplace,73.7,2023,1,2023-01,Tuesday
4722,2024-09-22,16,Sra. Zoe Campos,F,18-25,Sudeste,Jogo de Cartas Sexo Quiz,Jogos Adultos,45.62,1,0.0,Pix,Entregue,Marketplace,45.62,2024,9,2024-09,Sunday
3864,2023-05-28,82,Lucca Caldeira,M,26-35,Nordeste,Vibrador Duplo Prazer,Vibradores,231.35,1,0.0,Cartão Crédito,Entregue,Site,231.35,2023,5,2023-05,Sunday
2734,2024-01-26,666,Maria Luísa Oliveira,F,26-35,Nordeste,Jogo Tabuleiro Casais,Jogos Adultos,79.2,3,20.0,Cartão Crédito,Entregue,Marketplace,190.08,2024,1,2024-01,Friday
1896,2024-11-21,344,Zoe Mendes,F,26-35,Sudeste,Body Coelhinha Plus Size,Lingerie,169.15,2,10.0,Pix,Entregue,Site,304.47,2024,11,2024-11,Thursday
570,2024-04-15,118,Dra. Alexia Rios,F,46+,Sudeste,Dado do Prazer,Jogos Adultos,91.17,4,0.0,Pix,Entregue,Marketplace,364.68,2024,4,2024-04,Monday
1817,2023-04-01,97,Sra. Ana Laura Aragão,F,26-35,Sudeste,Wand Massager Pro,Vibradores,308.68,3,0.0,Pix,Entregue,App,926.04,2023,4,2023-04,Saturday
2066,2024-09-19,395,Ágatha Fonseca,F,36-45,Sudeste,Kit Algemas Veludo,Acessórios BDSM,241.78,2,0.0,Boleto,Entregue,Site,483.56,2024,9,2024-09,Thursday
128,2023-07-18,485,Maria Vitória da Mata,F,46+,Sul,Gel Excitante Masculino,Lubrificantes,71.51,1,0.0,Boleto,Devolvido,Site,71.51,2023,7,2023-07,Tuesday
3395,2023-04-27,547,Carolina Rios,F,26-35,Sudeste,Lubrificante Sabores Baunilha,Lubrificantes,39.18,1,0.0,Cartão Débito,Entregue,App,39.18,2023,4,2023-04,Thursday
3328,2024-05-21,198,Srta. Hadassa Azevedo,F,26-35,Nordeste,Gel Excitante Masculino,Lubrificantes,43.54,2,25.0,Cartão Crédito,Entregue,Site,65.31,2024,5,2024-05,Tuesday
2976,2024-01-12,8,Yago Leão,M,26-35,Sudeste,Body Rendado Vermelho,Lingerie,158.76,1,0.0,Pix,Entregue,Site,158.76,2024,1,2024-01,Friday
981,2023-10-13,112,Beatriz Barbosa,F,36-45,Nordeste,Conjunto Lingerie Boudoir,Lingerie,69.02,1,15.0,Cartão Crédito,Entregue,Site,58.67,2023,10,2023-10,Friday
2301,2023-09-26,413,Zoe Carvalho,F,26-35,Sudeste,Body Coelhinha Plus Size,Lingerie,197.52,2,0.0,Boleto,Entregue,Site,395.04,2023,9,2023-09,Tuesday
191,2023-03-23,28,Júlia Porto,F,26-35,Centro-Oeste,Fantasia Policial,Lingerie,138.02,4,0.0,Pix,Entregue,Marketplace,552.08,2023,3,2023-03,Thursday
