ID_Transacao,Data_Venda,ID_Cliente,Nome_Cliente,Genero_Cliente,Faixa_Etaria,Regiao,Nome_Produto,Categoria_Produto,Valor_Unitario,Quantidade,Desconto_Pct,Metodo_Pagamento,Status_Pedido,Canal_Venda
29658,2023-01-09,420,Isaac Fonseca,M,26-35,Sul,Dado do Prazer,Jogos Adultos,46.14,1,15.0,Pix,Entregue,Site
17659,2023-12-17,26,Srta. Yasmin Siqueira,F,46+,Sul,Wand Massager Pro,Vibradores,122.84,2,10.0,Pix,Cancelado,Site
620,2020-07-26,414,Mirella Freitas,F,18-25,Sul,Kit Iniciante BDSM 5 Peças,Acessórios BDSM,209.92,1,10.0,Cartão Crédito,Entregue,Site
18310,2015-12-21,102,Nathan Campos,M,18-25,Sudeste,Vibrador Clássico Silicone,Vibradores,412.83,1,25.0,Cartão Crédito,Entregue,App
1743,2025-08-05,440,Rael Montenegro,M,18-25,Nordeste,Kit Iniciante BDSM 5 Peças,Acessórios BDSM,260.6,1,0.0,Pix,Entregue,Site
17775,2015-05-24,1072,Marcos Vinicius Machado,M,26-35,Norte,Vibrador Ponto G Flex,Vibradores,461.8,1,0.0,Cartão Crédito,Entregue,Marketplace
18588,2020-11-24,332,Bruna Martins,F,46+,Sudeste,Meia-Calça Rendada,Lingerie,167.37,1,0.0,Cartão Crédito,Entregue,Site
14136,2019-06-25,111,Anthony Marques,M,26-35,Nordeste,Fantasia Enfermeira,Lingerie,88.98,2,0.0,Pix,Entregue,Marketplace
26156,2016-03-09,65,Maria Liz Rios,F,46+,Sul,Vibrador Rabbit Premium,Vibradores,226.91,1,0.0,Cartão Crédito,Entregue,Marketplace
9848,2024-03-20,138,Nicolas Pinto,M,36-45,Sudeste,Wand Massager Pro,Vibradores,235.43,1,0.0,Pix,Entregue,Site
3569,2024-10-20,451,Marina Brito,F,26-35,Norte,Body Rendado Vermelho,Lingerie,64.9,3,0.0,Boleto,Entregue,Marketplace
26929,2024-02-21,93,Mirella da Paz,F,26-35,Sudeste,Mini Vibrador Discreto,Vibradores,446.11,1,0.0,Cartão Crédito,Devolvido,Site
26789,2016-01-04,52,Sra. Sofia Pereira,F,18-25,Sudeste,Gel Excitante Masculino,Lubrificantes,39.03,1,0.0,Boleto,Cancelado,Site
15564,2020-11-02,73,Sophie da Costa,F,36-45,Sudeste,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,68.61,3,25.0,Cartão Crédito,Entregue,Marketplace
6117,2023-06-04,323,Dra. Nicole Jesus,F,46+,Sul,Jogo Tabuleiro Casais,Jogos Adultos,123.39,1,15.0,Cartão Crédito,Devolvido,Marketplace
1791,2024-08-18,49,Eduarda Marques,F,26-35,Sul,Camisola Sensual Preta,Lingerie,75.32,2,0.0,Cartão Crédito,Entregue,Marketplace
22437,2023-11-19,388,Srta. Isis Rocha,F,36-45,Sul,Vibrador Clássico Silicone,Vibradores,212.14,2,0.0,Cartão Débito,Entregue,App
3179,2017-02-24,505,Cauê da Cruz,M,46+,Sudeste,Óleo de Massagem Relaxante,Lubrificantes,45.71,3,0.0,Pix,Entregue,App
19577,2019-12-20,248,Mateus Fernandes,M,26-35,Nordeste,Conjunto Lingerie Boudoir,Lingerie,155.91,2,0.0,Pix,Entregue,App
9500,2020-09-04,73,Sophie da Costa,F,36-45,Sudeste,Chicote de Couro Soft,Acessórios BDSM,157.43,1,0.0,Pix,Entregue,Marketplace
6100,2019-07-16,623,Maria Eduarda Moreira,F,26-35,Sudeste,Corda de Shibari 5m,Acessórios BDSM,241.64,1,0.0,Pix,Cancelado,Site
23414,2017-10-10,727,Liam Castro,M,26-35,Sudeste,Óleo de Massagem Relaxante,Lubrificantes,41.86,3,0.0,Pix,Entregue,Site
16960,2020-04-16,728,Letícia Pastor,F,26-35,Nordeste,Fantasia Enfermeira,Lingerie,161.92,2,0.0,Pix,Entregue,App
10553,2025-11-08,258,Ayla da Rocha,F,18-25,Sul,Lubrificante Sabores Morango,Lubrificantes,40.72,1,0.0,Pix,Entregue,App
23041,2025-12-09,1011,Mariane Martins,F,26-35,Sudeste,Chicote de Couro Soft,Acessórios BDSM,199.55,2,0.0,Cartão Crédito,Entregue,Site
23500,2023-08-02,195,Lucas Gabriel Dias,M,18-25,Centro-Oeste,Lubrificante Sabores Morango,Lubrificantes,70.53,2,0.0,Pix,Entregue,Site
13995,2017-06-12,595,Isaque Silva,M,36-45,Sudeste,Lubrificante Sabores Baunilha,Lubrificantes,60.66,4,25.0,Pix,Entregue,Marketplace
28228,2019-12-30,299,Ísis Câmara,F,26-35,Sul,Jogo Tabuleiro Casais,Jogos Adultos,100.04,2,0.0,Pix,Entregue,Site
15636,2017-11-20,8,Yago Leão,M,26-35,Sudeste,Gel Excitante Feminino,Lubrificantes,42.73,1,0.0,Pix,Entregue,Site
6277,2024-12-18,89,Enzo Jesus,M,36-45,Sul,Gel Excitante Feminino,Lubrificantes,57.84,1,0.0,Cartão Crédito,Entregue,Marketplace
9473,2018-04-30,647,Mathias Novais,M,18-25,Sudeste,Venda para Olhos Satin,Acessórios BDSM,245.6,1,0.0,Boleto,Entregue,Site
28505,2015-01-06,77,Maria Luísa Correia,F,46+,Sudeste,Óleo de Massagem Relaxante,Lubrificantes,72.4,1,0.0,Cartão Crédito,Entregue,Marketplace
13150,2020-01-30,431,Caroline Nogueira,F,26-35,Norte,Kit Iniciante BDSM 5 Peças,Acessórios BDSM,207.09,1,0.0,Cartão Crédito,Entregue,Site
11084,2017-06-13,289,Srta. Giovanna Pires,F,36-45,Sudeste,Vibrador Clássico Silicone,Vibradores,351.32,1,0.0,Pix,Entregue,Marketplace
22282,2022-11-17,162,Davi Silveira,M,36-45,Norte,Body Coelhinha Plus Size,Lingerie,188.18,1,10.0,Cartão Crédito,Entregue,App
5725,2020-08-15,42,Eduarda Vieira,F,18-25,Sudeste,Massageador Corporal Wave,Vibradores,288.24,1,0.0,Pix,Entregue,Site
26570,2020-09-23,362,Dra. Laura da Conceição,F,26-35,Sudeste,Corda de Shibari 5m,Acessórios BDSM,281.94,2,0.0,Pix,Entregue,App
10832,2024-03-20,39,Luiz Miguel Câmara,M,36-45,Sudeste,Gel Excitante Feminino,Lubrificantes,59.23,2,0.0,Boleto,Entregue,Site
16654,2023-02-19,849,Liam Oliveira,M,26-35,Nordeste,Mordaça Silicone,Acessórios BDSM,297.23,1,10.0,Cartão Crédito,Entregue,Site
630,2021-12-20,88,Sr. Caleb Sá,M,26-35,Sudeste,Jogo Tabuleiro Casais,Jogos Adultos,107.96,1,25.0,Cartão Crédito,Devolvido,App
11971,2019-11-25,30,Ana Laura da Conceição,F,18-25,Sudeste,Fantasia Enfermeira,Lingerie,194.71,1,30.0,Boleto,Entregue,Site
19466,2019-08-24,100,Anna Liz Cirino,F,18-25,Centro-Oeste,Gel Excitante Masculino,Lubrificantes,82.24,1,0.0,Cartão Crédito,Entregue,Site
19851,2016-05-13,150,Maria Liz Rocha,F,36-45,Sul,Massageador Corporal Wave,Vibradores,294.7,1,20.0,Boleto,Entregue,Marketplace
6431,2018-07-22,384,Sra. Kamilly Albuquerque,F,18-25,Sul,Lubrificante Sabores Baunilha,Lubrificantes,42.65,3,0.0,Cartão Crédito,Entregue,App
3375,2016-02-26,507,Maria Laura das Neves,F,36-45,Sudeste,Óleo de Massagem Relaxante,Lubrificantes,48.26,1,0.0,Pix,Entregue,Marketplace
23447,2025-02-10,220,Antony Souza,M,18-25,Sudeste,Body Coelhinha Plus Size,Lingerie,143.64,2,0.0,Pix,Entregue,App
12589,2019-04-11,887,Mateus Nunes,M,36-45,Nordeste,Vibrador Clássico Silicone,Vibradores,285.52,1,0.0,Pix,Entregue,App
28447,2015-12-27,537,Maitê Rocha,F,18-25,Sul,Fantasia Policial,Lingerie,78.26,1,0.0,Cartão Crédito,Cancelado,Marketplace
21928,2026-12-30,700,Josué Castro,M,26-35,Centro-Oeste,Spray Prolongador,Cosméticos Íntimos,92.79,2,0.0,Pix,Entregue,Site
13761,2016-03-07,5,Ana Beatriz Alves,F,18-25,Sul,Fantasia Policial,Lingerie,152.05,1,0.0,Pix,Entregue,App
10239,2024-11-13,535,Emanuel Fonseca,M,36-45,Sul,Vibrador Duplo Prazer,Vibradores,394.6,5,0.0,Pix,Entregue,App
20741,2025-11-18,607,Lucas Gabriel Carvalho,M,18-25,Sul,Conjunto Lingerie Boudoir,Lingerie,100.49,1,0.0,Pix,Entregue,Site
29209,2022-11-25,1,Sr. Apollo Sousa,M,18-25,Sudeste,Camisola Sensual Preta,Lingerie,78.18,2,5.0,Pix,Entregue,App
2114,2018-10-19,674,Lorenzo Santos,M,26-35,Nordeste,Gel Excitante Masculino,Lubrificantes,83.27,2,0.0,Cartão Crédito,Entregue,Marketplace
24604,2016-01-30,634,Ana Vitória Rios,F,26-35,Nordeste,Kit Algemas Veludo,Acessórios BDSM,105.48,1,0.0,Pix,Entregue,Marketplace
26617,2017-02-27,376,Ísis Castro,F,46+,Nordeste,Fantasia Policial,Lingerie,76.37,3,0.0,Cartão Crédito,Entregue,Site
27515,2022-06-14,15,Julia Aparecida,F,26-35,Sudeste,Vibrador Duplo Prazer,Vibradores,122.4,1,20.0,Pix,Entregue,Marketplace
3217,2019-04-04,55,Agatha Peixoto,F,46+,Nordeste,Dominó Erótico,Jogos Adultos,98.93,5,0.0,Boleto,Entregue,Site
13126,2019-09-15,7,Apollo Novais,M,18-25,Nordeste,Perfume Íntimo Floral,Cosméticos Íntimos,104.41,5,0.0,Cartão Crédito,Entregue,Marketplace
3815,2025-12-11,88,Sr. Caleb Sá,M,26-35,Sudeste,Kit Iniciante BDSM 5 Peças,Acessórios BDSM,264.86,5,0.0,Cartão Crédito,Entregue,Site
8322,2019-04-05,358,Sra. Anna Liz Farias,F,36-45,Sudeste,Venda para Olhos Satin,Acessórios BDSM,102.93,1,0.0,Cartão Crédito,Entregue,App
3156,2023-06-09,315,Caleb Melo,M,36-45,Sudeste,Conjunto Lingerie Boudoir,Lingerie,154.42,2,25.0,Boleto,Cancelado,Site
14297,2017-06-16,504,Maria Cecília Borges,F,26-35,Sul,Vibrador Rabbit Premium,Vibradores,399.38,4,25.0,Pix,Entregue,Site
2279,2015-03-22,302,João Pedro Macedo,M,26-35,Sul,Fantasia Policial,Lingerie,115.13,2,0.0,Pix,Cancelado,Site
4600,2017-06-13,95,Juan Cunha,M,26-35,Sul,Chicote de Couro Soft,Acessórios BDSM,94.66,1,0.0,Cartão Débito,Entregue,Site
14,2022-02-05,72,Ana Beatriz Farias,F,46+,Norte,Dado do Prazer,Jogos Adultos,84.85,1,30.0,Pix,Entregue,Site
1647,2020-02-25,41,Benicio Camargo,M,26-35,Nordeste,Body Rendado Vermelho,Lingerie,71.37,5,0.0,Boleto,Entregue,Marketplace
17910,2019-05-09,187,Dr. Pedro Miguel Pimenta,M,26-35,Sudeste,Conjunto Lingerie Boudoir,Lingerie,165.93,1,15.0,Pix,Entregue,App
2366,2023-11-09,14,Aylla Fogaça,F,36-45,Sudeste,Gel Térmico Sensação Quente,Cosméticos Íntimos,73.28,2,0.0,Cartão Crédito,Entregue,App
4649,2016-11-03,620,Maya Guerra,F,36-45,Centro-Oeste,Lubrificante Sabores Baunilha,Lubrificantes,53.15,2,30.0,Pix,Cancelado,App
12198,2015-04-30,53,Daniela Freitas,F,26-35,Sudeste,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,51.67,1,0.0,Pix,Entregue,Site
26917,2022-10-28,241,Natália Santos,F,46+,Nordeste,Camisola Sensual Preta,Lingerie,164.57,2,0.0,Pix,Cancelado,Site
375,2018-01-27,23,Elisa Freitas,F,18-25,Sudeste,Óleo de Massagem Relaxante,Lubrificantes,77.97,1,0.0,Cartão Crédito,Entregue,Site
27756,2015-03-31,4,Dra. Aurora Pastor,F,26-35,Sul,Vibrador Rabbit Premium,Vibradores,300.65,4,0.0,Boleto,Devolvido,App
22862,2017-02-16,56,Rebeca Almeida,F,26-35,Sul,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,45.29,2,0.0,Cartão Crédito,Entregue,App
526,2022-01-17,190,Milena da Luz,Não informado,36-45,Nordeste,Creme Excitante Feminino,Cosméticos Íntimos,74.55,4,0.0,Cartão Crédito,Entregue,Site
9132,2016-12-11,412,Danilo Brito,M,36-45,Sudeste,Lubrificante Base Silicone,Lubrificantes,44.52,1,20.0,Cartão Crédito,Entregue,App
11562,2021-11-27,88,Sr. Caleb Sá,M,26-35,Sudeste,Vibrador Clássico Silicone,Vibradores,410.24,1,10.0,Pix,Cancelado,Site
13911,2016-02-26,567,Maria Helena Montenegro,F,26-35,Sul,Gel Excitante Feminino,Lubrificantes,63.27,1,25.0,Pix,Cancelado,App
12766,2020-05-02,237,Mariane Ribeiro,F,18-25,Nordeste,Fantasia Policial,Lingerie,147.94,1,30.0,Cartão Débito,Entregue,Marketplace
23280,2023-06-04,234,Dra. Isabelly Caldeira,F,36-45,Centro-Oeste,Camisola Sensual Preta,Lingerie,178.71,1,0.0,Pix,Entregue,App
26724,2022-12-21,92,Alexandre Gomes,M,18-25,Sudeste,Body Rendado Vermelho,Lingerie,151.42,1,20.0,Pix,Entregue,Site
19976,2024-05-06,609,Erick Vasconcelos,M,18-25,Centro-Oeste,Óleo de Massagem Relaxante,Lubrificantes,55.51,2,0.0,Pix,Devolvido,Site
27491,2024-11-03,218,Lara Sá,F,46+,Sul,Chicote de Couro Soft,Acessórios BDSM,294.39,1,0.0,Cartão Crédito,Entregue,App
24289,2018-02-14,128,Lívia Vargas,F,26-35,Sudeste,Gel Excitante Feminino,Lubrificantes,37.74,5,30.0,Cartão Crédito,Entregue,App
19343,2016-12-12,485,Maria Vitória da Mata,F,46+,Sul,Spray Prolongador,Cosméticos Íntimos,118.3,5,10.0,Cartão Crédito,Cancelado,App
530,2016-09-07,601,Sofia Novaes,F,36-45,Sudeste,Vibrador Clássico Silicone,Vibradores,449.95,3,0.0,Boleto,Entregue,Site
15597,2025-06-27,42,Eduarda Vieira,F,18-25,Sudeste,Gel Excitante Masculino,Lubrificantes,31.28,1,0.0,Pix,Entregue,Site
20099,2022-01-16,883,Hellena Sousa,F,36-45,Sudeste,Creme Excitante Feminino,Cosméticos Íntimos,81.59,1,0.0,Cartão Crédito,Entregue,Marketplace
21117,2016-04-23,165,Sra. Carolina Correia,F,18-25,Sudeste,Gel Térmico Sensação Quente,Cosméticos Íntimos,138.13,1,30.0,Boleto,Entregue,Site
9462,2022-09-27,6,Helena da Conceição,F,26-35,Sul,Body Coelhinha Plus Size,Lingerie,64.58,2,25.0,Cartão Crédito,Entregue,Site
12474,2024-02-17,121,Cauê Souza,M,26-35,Sul,Mini Vibrador Discreto,Vibradores,381.12,4,0.0,Pix,Entregue,Marketplace
17779,2022-09-23,132,Srta. Ísis Andrade,F,18-25,Sudeste,Body Rendado Vermelho,Lingerie,183.7,1,0.0,Pix,Entregue,Site
12202,2017-08-19,472,Dr. Arthur Cirino,M,26-35,Sudeste,Massageador Corporal Wave,Vibradores,371.34,4,30.0,Boleto,Entregue,App
12583,2019-11-08,424,Ayla Ribeiro,F,26-35,Sul,Lubrificante Sabores Morango,Lubrificantes,81.8,5,0.0,Cartão Crédito,Entregue,Marketplace
26374,2021-09-30,63,Otávio Cunha,M,26-35,Sudeste,Conjunto Lingerie Boudoir,Lingerie,120.51,3,30.0,Pix,Entregue,App
11172,2016-01-30,380,Fernanda Gomes,F,36-45,Sudeste,Camisola Sensual Preta,Lingerie,104.96,3,0.0,Cartão Crédito,Entregue,Marketplace
26018,2015-03-20,727,Liam Castro,M,26-35,Sudeste,Dado do Prazer,Jogos Adultos,105.91,1,0.0,Cartão Crédito,Entregue,Site
26959,2022-07-17,181,Diogo Rezende,M,46+,Sudeste,Vibrador Ponto G Flex,Vibradores,474.75,1,0.0,Pix,Entregue,App
29845,2026-07-22,24,Giovanna Rios,F,26-35,Centro-Oeste,Kit Roleplay Surpresa,Jogos Adultos,98.34,1,0.0,Pix,Entregue,App
12004,2026-08-15,446,Ana Sophia Barros,F,26-35,Sudeste,Sabonete Íntimo pH Neutro,Cosméticos Íntimos,147.21,2,0.0,Cartão Crédito,Devolvido,Marketplace
22016,2017-06-13,251,Joana Fernandes,F,46+,Sudeste,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,87.83,3,0.0,Pix,Entregue,Marketplace
25850,2022-06-09,107,Gabrielly Rios,F,46+,Nordeste,Vibrador Clássico Silicone,Vibradores,473.28,2,5.0,Cartão Crédito,Entregue,Site
6564,2026-08-06,259,Maria Luiza Sales,F,18-25,Norte,Mordaça Silicone,Acessórios BDSM,176.93,3,10.0,Pix,Cancelado,App
4704,2016-08-17,272,Kevin Albuquerque,M,26-35,Sudeste,Lubrificante Sabores Morango,Lubrificantes,51.02,1,10.0,Pix,Entregue,Site
15283,2016-01-15,759,João Vitor Aparecida,Não informado,46+,Sudeste,Vibrador Duplo Prazer,Vibradores,277.16,1,15.0,Cartão Crédito,Entregue,App
18097,2015-07-03,11,Otávio Fernandes,M,36-45,Sul,Vibrador Rabbit Premium,Vibradores,259.64,1,0.0,Pix,Entregue,Site
15922,2019-02-09,790,Maria Luiza Lima,F,26-35,Norte,Wand Massager Pro,Vibradores,314.24,3,0.0,Cartão Crédito,Entregue,Site
29686,2022-09-01,25,Brayan Pereira,M,26-35,Sul,Vibrador Rabbit Premium,Vibradores,358.41,3,0.0,Pix,Entregue,Site
956,2018-09-21,145,Natália Ferreira,F,46+,Sul,Massageador Corporal Wave,Vibradores,408.32,4,10.0,Cartão Crédito,Entregue,App
6676,2023-03-27,588,Vinícius Lima,M,36-45,Sudeste,Vibrador Ponto G Flex,Vibradores,386.54,1,0.0,Pix,Entregue,App
3454,2019-10-08,141,Lívia Viana,F,36-45,Sudeste,Gel Excitante Feminino,Lubrificantes,79.74,1,0.0,Pix,Entregue,Site
25964,2017-03-29,128,Lívia Vargas,F,26-35,Sudeste,Vibrador Ponto G Flex,Vibradores,206.77,1,0.0,Cartão Débito,Entregue,Site
29131,2024-02-04,681,Dr. Asafe Alves,M,36-45,Sudeste,Dominó Erótico,Jogos Adultos,104.25,1,0.0,Pix,Devolvido,Site
12804,2025-05-17,17,Bruno Novaes,M,26-35,Sudeste,Dominó Erótico,Jogos Adultos,59.7,3,0.0,Cartão Crédito,Devolvido,Marketplace
15141,2017-05-31,373,Cecília da Conceição,F,36-45,Sul,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,57.65,2,0.0,Boleto,Cancelado,Site
8596,2021-12-18,235,Dr. Dante Vieira,M,18-25,Sudeste,Lubrificante Sabores Morango,Lubrificantes,50.28,2,0.0,Pix,Entregue,Site
2072,2016-10-09,220,Antony Souza,M,18-25,Sudeste,Wand Massager Pro,Vibradores,298.31,2,0.0,Pix,Entregue,Site
957,2020-07-18,220,Antony Souza,M,18-25,Sudeste,Vibrador Rabbit Premium,Vibradores,190.22,1,0.0,Pix,Entregue,Site
26554,2016-02-15,19,Bernardo Aparecida,M,36-45,Sudeste,Jogo de Cartas Sexo Quiz,Jogos Adultos,84.32,3,0.0,Pix,Entregue,App
16543,2016-04-01,427,Gustavo Azevedo,M,36-45,Sudeste,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,40.14,1,0.0,Cartão Crédito,Entregue,Site
14037,2021-12-19,103,Isadora Pacheco,F,46+,Nordeste,Conjunto Lingerie Boudoir,Lingerie,167.47,2,0.0,Pix,Entregue,Site
7006,2020-01-10,142,Josué da Mata,M,26-35,Sudeste,Sabonete Íntimo pH Neutro,Cosméticos Íntimos,133.64,1,0.0,Cartão Débito,Entregue,App
25479,2019-06-17,112,Beatriz Barbosa,F,36-45,Nordeste,Wand Massager Pro,Vibradores,486.99,1,0.0,Cartão Crédito,Entregue,App
353,2017-07-11,323,Dra. Nicole Jesus,F,46+,Sul,Gel Excitante Masculino,Lubrificantes,46.1,2,0.0,Cartão Crédito,Entregue,Site
13519,2022-12-19,90,Rafaela Cunha,Não informado,36-45,Sudeste,Jogo de Cartas Sexo Quiz,Jogos Adultos,98.33,1,0.0,Pix,Entregue,Site
22463,2016-06-05,504,Maria Cecília Borges,F,26-35,Sul,Spray Prolongador,Cosméticos Íntimos,39.51,3,0.0,Pix,Entregue,Site
16310,2023-07-16,161,Luísa Pinto,F,18-25,Sudeste,Gel Excitante Feminino,Lubrificantes,31.35,2,0.0,Pix,Entregue,Site
6237,2019-12-22,311,Sra. Ana Cecília Teixeira,F,36-45,Sudeste,Vibrador Clássico Silicone,Vibradores,487.01,3,0.0,Boleto,Entregue,App
12733,2021-02-12,298,Dra. Fernanda Lima,F,26-35,Nordeste,Wand Massager Pro,Vibradores,377.88,4,0.0,Cartão Débito,Cancelado,Site
8947,2018-02-16,457,Jade Freitas,F,46+,Sudeste,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,54.49,1,0.0,Cartão Crédito,Entregue,Marketplace
14026,2021-03-31,129,Julia Castro,F,26-35,Sudeste,Lubrificante Base Silicone,Lubrificantes,60.43,1,5.0,Cartão Crédito,Entregue,Site
27548,2021-01-13,246,João Lucas Machado,M,26-35,Sudeste,Massageador Corporal Wave,Vibradores,94.23,1,5.0,Pix,Entregue,Site
28459,2016-06-08,280,Rebeca Barbosa,F,26-35,Norte,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,81.97,3,25.0,Boleto,Devolvido,Marketplace
15609,2015-09-27,343,Rebeca Cassiano,F,36-45,Sudeste,Óleo de Massagem Relaxante,Lubrificantes,68.24,4,0.0,Cartão Crédito,Entregue,Marketplace
2921,2017-12-14,119,Letícia Ribeiro,Não informado,18-25,Norte,Kit Roleplay Surpresa,Jogos Adultos,52.17,1,0.0,Pix,Entregue,Site
24888,2020-09-11,3,Cauã Rocha,M,18-25,Sudeste,Fantasia Enfermeira,Lingerie,132.51,1,25.0,Cartão Crédito,Entregue,Site
15712,2019-07-31,861,Letícia Santos,F,36-45,Nordeste,Camisola Sensual Preta,Lingerie,153.48,2,0.0,Pix,Entregue,App
4645,2024-08-28,367,Juan Fogaça,M,26-35,Sudeste,Fantasia Enfermeira,Lingerie,113.96,4,0.0,Pix,Entregue,Site
662,2019-03-11,1291,Gabriel Jesus,M,26-35,Sul,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,63.1,1,25.0,Pix,Entregue,Site
16083,2019-02-17,84,Melissa Carvalho,F,26-35,Nordeste,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,59.29,1,0.0,Cartão Crédito,Entregue,Site
7058,2016-03-11,86,Isadora Barbosa,Não informado,18-25,Sudeste,Gel Excitante Masculino,Lubrificantes,50.76,1,0.0,Pix,Entregue,App
10182,2025-07-04,191,João Guilherme Vargas,M,26-35,Nordeste,Vibrador Clássico Silicone,Vibradores,356.07,1,10.0,Pix,Entregue,App
20050,2024-06-13,724,Lucas Gabriel Melo,M,46+,Sul,Lubrificante Sabores Baunilha,Lubrificantes,71.91,1,0.0,Pix,Cancelado,Marketplace
24364,2021-06-01,72,Ana Beatriz Farias,F,46+,Norte,Lingerie Cropped com Bojo,Lingerie,143.51,4,20.0,Pix,Entregue,Marketplace
16691,2015-03-12,380,Fernanda Gomes,F,36-45,Sudeste,Kit Algemas Veludo,Acessórios BDSM,261.81,1,0.0,Boleto,Entregue,App
26912,2023-01-22,601,Sofia Novaes,F,36-45,Sudeste,Óleo de Massagem Relaxante,Lubrificantes,57.48,2,0.0,Cartão Crédito,Cancelado,Site
4791,2024-03-17,34,Dr. Miguel Ramos,M,18-25,Nordeste,Lubrificante Base Silicone,Lubrificantes,80.64,3,0.0,Pix,Entregue,Site
2357,2016-06-07,699,Maria Isis Pimenta,F,36-45,Sudeste,Massageador Corporal Wave,Vibradores,174.23,4,0.0,Cartão Débito,Entregue,App
11895,2025-09-30,124,Gustavo Rodrigues,M,26-35,Nordeste,Lubrificante Sabores Baunilha,Lubrificantes,88.71,1,10.0,Cartão Crédito,Entregue,Site
18312,2016-06-11,588,Vinícius Lima,M,36-45,Sudeste,Óleo de Massagem Relaxante,Lubrificantes,44.28,1,0.0,Cartão Crédito,Devolvido,Marketplace
29542,2016-09-10,160,Sr. Luiz Otávio Lopes,M,36-45,Nordeste,Fantasia Policial,Lingerie,141.79,5,20.0,Pix,Entregue,Marketplace
19812,2021-09-24,1635,Ryan Novaes,M,36-45,Nordeste,Lubrificante Sabores Baunilha,Lubrificantes,36.03,1,0.0,Boleto,Entregue,Site
25326,2018-04-02,367,Juan Fogaça,M,26-35,Sudeste,Lubrificante Sabores Baunilha,Lubrificantes,48.79,2,0.0,Cartão Crédito,Entregue,Site
20023,2015-02-10,119,Letícia Ribeiro,Não informado,18-25,Norte,Kit Cuidados Íntimos,Cosméticos Íntimos,126.6,1,0.0,Cartão Crédito,Entregue,App
26746,2022-06-12,454,Maria Sophia Fernandes,F,18-25,Nordeste,Mini Vibrador Discreto,Vibradores,319.52,1,0.0,Cartão Crédito,Entregue,App
17651,2015-12-23,109,Caroline Rios,F,36-45,Sudeste,Creme Excitante Feminino,Cosméticos Íntimos,92.32,3,0.0,Pix,Entregue,Site
13613,2018-01-17,119,Letícia Ribeiro,Não informado,18-25,Norte,Body Coelhinha Plus Size,Lingerie,163.76,1,25.0,Cartão Crédito,Entregue,Marketplace
1561,2017-06-11,131,Daniel Barbosa,M,36-45,Sudeste,Body Coelhinha Plus Size,Lingerie,161.66,1,5.0,Pix,Entregue,App
29115,2021-11-22,105,Mariah Ribeiro,F,18-25,Nordeste,Conjunto Lingerie Boudoir,Lingerie,195.68,2,0.0,Boleto,Entregue,Site
11788,2017-06-10,260,Leandro Ribeiro,M,26-35,Sudeste,Kit Algemas Veludo,Acessórios BDSM,197.29,1,25.0,Pix,Entregue,App
10327,2015-02-26,161,Luísa Pinto,F,18-25,Sudeste,Óleo de Massagem Relaxante,Lubrificantes,68.81,1,0.0,Boleto,Entregue,Site
7180,2024-01-02,209,Maria Julia Fernandes,F,36-45,Sudeste,Lubrificante Sabores Baunilha,Lubrificantes,65.51,2,0.0,Pix,Entregue,Site
15350,2020-05-05,292,Ana Vitória Castro,F,36-45,Sul,Body Coelhinha Plus Size,Lingerie,175.88,4,0.0,Cartão Crédito,Entregue,Marketplace
15314,2017-08-24,4,Dra. Aurora Pastor,F,26-35,Sul,Lubrificante Base Silicone,Lubrificantes,70.03,1,0.0,Pix,Cancelado,Site
13259,2020-01-18,12,Eduardo Cunha,Não informado,26-35,Sul,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,30.21,3,5.0,Boleto,Entregue,Marketplace
4110,2023-07-15,259,Maria Luiza Sales,F,18-25,Norte,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,52.03,1,0.0,Boleto,Entregue,Marketplace
24252,2023-02-12,980,Theo Carvalho,M,46+,Sudeste,Venda para Olhos Satin,Acessórios BDSM,181.2,1,20.0,Pix,Devolvido,Site
21289,2024-02-11,31,Luara Guerra,F,36-45,Nordeste,Creme Excitante Feminino,Cosméticos Íntimos,48.09,1,25.0,Cartão Débito,Entregue,Site
23679,2018-06-11,619,João Gabriel Campos,M,26-35,Nordeste,Mini Vibrador Discreto,Vibradores,352.88,1,0.0,Pix,Entregue,Marketplace
515,2018-06-23,14,Aylla Fogaça,F,36-45,Sudeste,Wand Massager Pro,Vibradores,261.16,3,0.0,Pix,Entregue,App
895,2019-12-28,331,Maria Luísa Borges,F,18-25,Sul,Fantasia Enfermeira,Lingerie,195.44,1,10.0,Pix,Entregue,Marketplace
8602,2020-10-16,376,Ísis Castro,F,46+,Nordeste,Mordaça Silicone,Acessórios BDSM,209.37,2,0.0,Boleto,Entregue,Site
16406,2016-09-25,679,Enzo Gabriel Pastor,M,18-25,Nordeste,Gel Excitante Masculino,Lubrificantes,35.25,1,0.0,Cartão Crédito,Cancelado,Site
